unit price ,best price ,date,transaction ID,quantity,store name,total,subcategory,discount,item ID,category,brand,customer ID,payment types,gender,location
0.91,0.58,15/4/2025,WOOL-C716019,2,Metro,1.16,Bananas,0.91,133216,Fruit & Veg,Cavendish,WOOL-B2588D1C63,Credit card,Male,Darwin
0.82,0.82,5/4/2025,WOOL-0390640,5,Woolworths,4.1,Potatoes,0.82,208898,Fruit & Veg,Potato,WOOL-801F17F1C8,Credit card,Female,Perth
8.11,6.79,3/4/2025,WOOL-A995139,4,Metro,27.16,Light Globes,8.11,197766,Cleaning & Maintenance,Mirabella,WOOL-2C4516072E,Gift card,Female,Sydney
1.27,0.79,15/4/2025,WOOL-6875255,1,Woolworths,0.79,Cleaning Tablets,1.27,173886,Cleaning & Maintenance,Restor,WOOL-5073D163CD,Gift card,Male,Sydney
0.64,0.33,2/4/2025,WOOL-5929617,4,Metro,1.32,Onion,0.64,144331,Fruit & Veg,Onion,WOOL-803E96D33A,Gift card,Male,Perth
0.82,0.54,17/4/2025,WOOL-B282994,8,Metro,4.32,Apples,0.82,105924,Fruit & Veg,Fresh,WOOL-6893C21CEE,Credit card,Male,Melbourne
2.29,1.73,1/4/2025,WOOL-F685038,1,Metro,1.73,Avocado,2.29,120082,Fruit & Veg,Hass,WOOL-DBF16715BA,Gift card,Male,Darwin
15.18,14.04,3/4/2025,WOOL-7450616,3,Woolworths,42.12,Padlocks,15.18,747034,Cleaning & Maintenance,Master,WOOL-9296F612EE,Credit card,Male,Sydney
10.89,7.99,16/4/2025,WOOL-E307752,5,Metro,39.95,Light Globes,10.89,197771,Cleaning & Maintenance,Mirabella,WOOL-8E6F096372,Credit card,Female,Adelaide
9.72,8.08,18/4/2025,WOOL-7967419,4,Metro,32.32,Strawberries,9.72,144613,Fruit & Veg,Strawberries,WOOL-14564D79F4,EFTPOS,Female,Canberra
10.49,8.13,1/4/2025,WOOL-3332065,2,Metro,16.26,Light Globes,10.49,197773,Cleaning & Maintenance,Mirabella,WOOL-69C93B8A1D,EFTPOS,Male,Sydney
0.59,0.59,17/4/2025,WOOL-7120650,1,Metro,0.59,Laundry Capsules,0.59,898838,Cleaning & Maintenance,Mnml,WOOL-C52E4A909D,Credit card,Female,Sydney
0.93,0.46,26/4/2025,WOOL-F343734,5,Woolworths,2.3,Apples,0.93,105921,Fruit & Veg,Fresh,WOOL-035A8619F5,Credit card,Male,Brisbane
0.47,0.1,21/4/2025,WOOL-8456921,9,Metro,0.9,Mandarin,0.47,829117,Fruit & Veg,Mandarin,WOOL-CEEF82898B,Store card,Male,Melbourne
0.65,0.65,4/4/2025,WOOL-7759629,5,Woolworths,3.25,Laundry Capsules,0.65,898842,Cleaning & Maintenance,Mnml,WOOL-05F067CE16,Credit card,Female,Perth
1.96,1.43,18/4/2025,WOOL-6152925,9,Woolworths,12.87,Cucumber,1.96,137137,Fruit & Veg,Lebanese,WOOL-9438DE76D8,Credit card,Female,Brisbane
0.87,0.4,20/4/2025,WOOL-5341175,4,Metro,1.6,Bananas,0.87,133220,Fruit & Veg,Cavendish,WOOL-3B1005BE12,EFTPOS,Female,Hobart
0.66,0.39,1/4/2025,WOOL-D425295,8,Metro,3.12,Laundry Capsules,0.66,898839,Cleaning & Maintenance,Mnml,WOOL-762EC96C8F,Credit card,Female,Canberra
8.54,6.21,26/4/2025,WOOL-3986187,4,Woolworths,24.84,Strawberries,8.54,144607,Fruit & Veg,Strawberries,WOOL-B8B3FA7196,EFTPOS,Male,Brisbane
14.4,13.86,27/4/2025,WOOL-5259936,8,Metro,110.88,Padlocks,14.4,747030,Cleaning & Maintenance,Master,WOOL-E9BCD4D9A9,Cash,Female,Adelaide
0.77,0.3,26/4/2025,WOOL-9894981,1,Metro,0.3,Potatoes,0.77,208899,Fruit & Veg,Potato,WOOL-065B82F0B2,Credit card,Female,Perth
10.41,8.9,25/4/2025,WOOL-F365812,6,Woolworths,53.4,Light Globes,10.41,197772,Cleaning & Maintenance,Mirabella,WOOL-45609E3900,Cash,Male,Sydney
0.89,0.58,22/4/2025,WOOL-0764315,1,Woolworths,0.58,Apples,0.89,105929,Fruit & Veg,Fresh,WOOL-06E845A70D,Credit card,Female,Darwin
0.73,0.5,19/4/2025,WOOL-B300149,1,Metro,0.5,Potatoes,0.73,208897,Fruit & Veg,Potato,WOOL-3F8A38493D,Credit card,Female,Canberra
2.3,1.79,20/4/2025,WOOL-E264922,3,Woolworths,5.37,Avocado,2.3,120089,Fruit & Veg,Hass,WOOL-0221515F7B,Store card,Female,Canberra
0.87,0.58,24/4/2025,WOOL-1353469,2,Woolworths,1.16,Apples,0.87,105922,Fruit & Veg,Fresh,WOOL-6EEEE672FF,Store card,Female,Melbourne
2.4,1.74,20/4/2025,WOOL-7463688,1,Woolworths,1.74,Cucumber,2.4,137134,Fruit & Veg,Lebanese,WOOL-BD65E25D28,EFTPOS,Female,Melbourne
0.48,0.16,9/4/2025,WOOL-1439944,10,Woolworths,1.6,Mandarin,0.48,829115,Fruit & Veg,Mandarin,WOOL-EC9B06F48B,Credit card,Female,Melbourne
1.17,0.7,11/4/2025,WOOL-2519179,4,Woolworths,2.8,Cleaning Tablets,1.17,173887,Cleaning & Maintenance,Restor,WOOL-05CD41216B,Gift card,Female,Hobart
0.64,0.4,27/4/2025,WOOL-1231610,8,Metro,3.2,Tomatoes,0.64,134040,Fruit & Veg,Fresh,WOOL-AD8E1AB997,Cash,Female,Darwin
14.47,13.11,1/4/2025,WOOL-7961404,10,Woolworths,131.1,Padlocks,14.47,747034,Cleaning & Maintenance,Master,WOOL-5501D77994,Cash,Female,Adelaide
10.5,7.91,21/4/2025,WOOL-4442521,2,Metro,15.82,Strawberries,10.5,144608,Fruit & Veg,Strawberries,WOOL-9731BED1B4,Store card,Female,Hobart
0.55,0.33,29/4/2025,WOOL-3958630,2,Metro,0.66,Onion,0.55,144329,Fruit & Veg,Onion,WOOL-34E63B3208,Store card,Female,Brisbane
14.92,11.77,21/4/2025,WOOL-0611153,1,Metro,11.77,Padlocks,14.92,747029,Cleaning & Maintenance,Master,WOOL-72B83B105E,Gift card,Male,Sydney
10.62,8.69,30/4/2025,WOOL-2483398,3,Metro,26.07,Insect Repellent,10.62,900326,Cleaning & Maintenance,Aerogard,WOOL-0B2489C5F0,Gift card,Male,Hobart
0.89,0.56,20/4/2025,WOOL-B440017,4,Metro,2.24,Apples,0.89,105923,Fruit & Veg,Fresh,WOOL-5684188221,Cash,Male,Melbourne
0.96,0.63,1/4/2025,WOOL-F156768,3,Metro,1.89,Apples,0.96,105924,Fruit & Veg,Fresh,WOOL-59FC340EFD,Gift card,Male,Darwin
1.13,1.13,25/4/2025,WOOL-8764849,2,Metro,2.26,Cleaning Tablets,1.13,173887,Cleaning & Maintenance,Restor,WOOL-DDF6A3B7F3,Store card,Male,Hobart
0.64,0.16,7/4/2025,WOOL-1386662,1,Woolworths,0.16,Laundry Capsules,0.64,898840,Cleaning & Maintenance,Mnml,WOOL-AD9FA5F60D,EFTPOS,Female,Perth
0.87,0.49,13/4/2025,WOOL-4259711,3,Woolworths,1.47,Bananas,0.87,133218,Fruit & Veg,Cavendish,WOOL-67C2C664ED,EFTPOS,Male,Perth
0.84,0.51,8/4/2025,WOOL-9457447,1,Metro,0.51,Apples,0.84,105922,Fruit & Veg,Fresh,WOOL-4475E9454B,Gift card,Female,Canberra
0.56,0.35,7/4/2025,WOOL-C420390,7,Woolworths,2.45,Tomatoes,0.56,134035,Fruit & Veg,Fresh,WOOL-986AFC645C,Credit card,Female,Sydney
15.49,11.61,12/4/2025,WOOL-2182518,1,Woolworths,11.61,Padlocks,15.49,747034,Cleaning & Maintenance,Master,WOOL-88BC64C1B4,Credit card,Male,Sydney
2.03,2.03,11/4/2025,WOOL-5489373,2,Woolworths,4.06,Cucumber,2.03,137134,Fruit & Veg,Lebanese,WOOL-1B71A007F2,Credit card,Male,Canberra
0.92,0.63,19/4/2025,WOOL-B997424,1,Metro,0.63,Apples,0.92,105925,Fruit & Veg,Fresh,WOOL-A6522F04B5,Cash,Female,Canberra
2.26,1.72,25/4/2025,WOOL-2237988,5,Woolworths,8.6,Cucumber,2.26,137138,Fruit & Veg,Lebanese,WOOL-58251EA60A,Gift card,Male,Melbourne
0.91,0.57,8/4/2025,WOOL-A343867,2,Metro,1.14,Apples,0.91,105927,Fruit & Veg,Fresh,WOOL-CCCB2FF215,Credit card,Male,Sydney
13.16,11.78,6/4/2025,WOOL-1609937,1,Woolworths,11.78,Insect Repellent,13.16,900329,Cleaning & Maintenance,Aerogard,WOOL-5117B2CEFC,Credit card,Male,Darwin
2.44,1.78,20/4/2025,WOOL-2714866,3,Metro,5.34,Cucumber,2.44,137138,Fruit & Veg,Lebanese,WOOL-A82461D5AC,Store card,Male,Darwin
2.08,1.52,20/4/2025,WOOL-2985501,8,Woolworths,12.16,Avocado,2.08,120083,Fruit & Veg,Hass,WOOL-65D90DD57B,EFTPOS,Female,Adelaide
0.64,0.15,27/4/2025,WOOL-7962239,8,Metro,1.2,Onion,0.64,144339,Fruit & Veg,Onion,WOOL-F23D8B423A,Credit card,Female,Canberra
8.75,6.37,1/4/2025,WOOL-B122357,2,Woolworths,12.74,Strawberries,8.75,144613,Fruit & Veg,Strawberries,WOOL-EE6E16428B,Cash,Male,Darwin
1.14,0.72,26/4/2025,WOOL-B850252,5,Woolworths,3.6,Broccoli,1.14,134689,Fruit & Veg,Fresh,WOOL-0542420583,Store card,Female,Darwin
0.83,0.4,15/4/2025,WOOL-7864648,1,Metro,0.4,Potatoes,0.83,208896,Fruit & Veg,Potato,WOOL-24C691ACDC,Store card,Male,Canberra
1.17,0.81,19/4/2025,WOOL-9740931,1,Metro,0.81,Cleaning Tablets,1.17,173886,Cleaning & Maintenance,Restor,WOOL-57D0336936,Gift card,Male,Canberra
0.36,0.1,3/4/2025,WOOL-8899111,3,Woolworths,0.3,Mandarin,0.36,829112,Fruit & Veg,Mandarin,WOOL-F4C8C8749D,Credit card,Female,Darwin
2.4,1.86,12/4/2025,WOOL-2746416,2,Metro,3.72,Cucumber,2.4,137138,Fruit & Veg,Lebanese,WOOL-54872FA022,EFTPOS,Female,Canberra
0.59,0.28,6/4/2025,WOOL-F215422,5,Metro,1.4,Tomatoes,0.59,134041,Fruit & Veg,Fresh,WOOL-737D14A54A,EFTPOS,Male,Canberra
0.68,0.31,7/4/2025,WOOL-A825621,8,Woolworths,2.48,Onion,0.68,144333,Fruit & Veg,Onion,WOOL-8E0D2B2CDA,Cash,Female,Canberra
16.81,12.56,14/4/2025,WOOL-F893195,1,Metro,12.56,Padlocks,16.81,747027,Cleaning & Maintenance,Master,WOOL-85B609F8ED,Credit card,Female,Canberra
9.74,6.83,25/4/2025,WOOL-A475329,2,Woolworths,13.66,Strawberries,9.74,144608,Fruit & Veg,Strawberries,WOOL-034BC427FF,Gift card,Female,Adelaide
0.67,0.3,22/4/2025,WOOL-F227167,3,Woolworths,0.9,Tomatoes,0.67,134041,Fruit & Veg,Fresh,WOOL-FB5DCFB32D,EFTPOS,Female,Brisbane
2.09,1.46,18/4/2025,WOOL-C553239,4,Woolworths,5.84,Avocado,2.09,120087,Fruit & Veg,Hass,WOOL-13C34E19E9,Gift card,Male,Sydney
10.38,7.74,16/4/2025,WOOL-7282114,8,Woolworths,61.92,Light Globes,10.38,197766,Cleaning & Maintenance,Mirabella,WOOL-4C2335A5E9,Gift card,Female,Canberra
1.94,1.4,12/4/2025,WOOL-4391155,7,Woolworths,9.8,Cucumber,1.94,137132,Fruit & Veg,Lebanese,WOOL-B6B06075EF,Credit card,Male,Perth
10,8.16,30/4/2025,WOOL-D357982,4,Woolworths,32.64,Insect Repellent,10,900326,Cleaning & Maintenance,Aerogard,WOOL-5A86C22156,Credit card,Male,Sydney
0.57,0.13,16/4/2025,WOOL-0980694,2,Woolworths,0.26,Tomatoes,0.57,134037,Fruit & Veg,Fresh,WOOL-5D3C93B4FC,Credit card,Female,Sydney
0.39,0.2,7/4/2025,WOOL-D226169,5,Metro,1,Mandarin,0.39,829107,Fruit & Veg,Mandarin,WOOL-35CD3C5A74,EFTPOS,Female,Sydney
0.76,0.51,6/4/2025,WOOL-D240643,2,Metro,1.02,Apples,0.76,105926,Fruit & Veg,Fresh,WOOL-F81FDB959A,Cash,Male,Hobart
2.18,1.66,18/4/2025,WOOL-2803962,9,Woolworths,14.94,Cucumber,2.18,137136,Fruit & Veg,Lebanese,WOOL-3FF5557DC4,Credit card,Male,Darwin
0.99,0.49,15/4/2025,WOOL-B850905,1,Metro,0.49,Apples,0.99,105923,Fruit & Veg,Fresh,WOOL-3C02F7B375,EFTPOS,Female,Perth
0.53,0.53,1/4/2025,WOOL-D348980,4,Woolworths,2.12,Onion,0.53,144338,Fruit & Veg,Onion,WOOL-DAA34FF5C5,Gift card,Female,Brisbane
0.53,0.33,25/4/2025,WOOL-A237807,1,Woolworths,0.33,Onion,0.53,144335,Fruit & Veg,Onion,WOOL-77BCDFCD3E,Cash,Female,Perth
1.15,1.15,21/4/2025,WOOL-0916949,3,Metro,3.45,Cleaning Tablets,1.15,173886,Cleaning & Maintenance,Restor,WOOL-983D805B34,Store card,Female,Melbourne
0.95,0.46,20/4/2025,WOOL-0580459,4,Woolworths,1.84,Apples,0.95,105923,Fruit & Veg,Fresh,WOOL-BDDF7E5BD1,Gift card,Female,Adelaide
0.74,0.48,2/4/2025,WOOL-D176711,4,Woolworths,1.92,Tomatoes,0.74,134037,Fruit & Veg,Fresh,WOOL-30B1112104,Credit card,Female,Adelaide
0.8,0.34,10/4/2025,WOOL-A143553,5,Woolworths,1.7,Bananas,0.8,133214,Fruit & Veg,Cavendish,WOOL-560A2438A8,Credit card,Female,Hobart
0.74,0.3,28/4/2025,WOOL-9261315,4,Metro,1.2,Potatoes,0.74,208900,Fruit & Veg,Potato,WOOL-4ACE64CBB9,Credit card,Female,Canberra
1.37,0.9,26/4/2025,WOOL-1429664,2,Woolworths,1.8,Broccoli,1.37,134690,Fruit & Veg,Fresh,WOOL-78A6FEE365,EFTPOS,Female,Melbourne
0.69,0.3,7/4/2025,WOOL-C625310,7,Woolworths,2.1,Bananas,0.69,133212,Fruit & Veg,Cavendish,WOOL-36130D8409,EFTPOS,Female,Darwin
17.06,16.31,4/4/2025,WOOL-B800076,6,Woolworths,97.86,Padlocks,17.06,747024,Cleaning & Maintenance,Master,WOOL-79D78720E5,EFTPOS,Female,Canberra
0.87,0.56,13/4/2025,WOOL-D724580,1,Woolworths,0.56,Apples,0.87,105926,Fruit & Veg,Fresh,WOOL-D50A035951,Credit card,Female,Adelaide
2.24,2.24,10/4/2025,WOOL-E582952,6,Metro,13.44,Avocado,2.24,120086,Fruit & Veg,Hass,WOOL-918DA8255F,Credit card,Female,Melbourne
0.4,0.1,20/4/2025,WOOL-2420939,9,Woolworths,0.9,Mandarin,0.4,829111,Fruit & Veg,Mandarin,WOOL-2BE3FE00E5,Credit card,Female,Adelaide
11.43,8.45,29/4/2025,WOOL-6819153,4,Woolworths,33.8,Insect Repellent,11.43,900331,Cleaning & Maintenance,Aerogard,WOOL-E59B91AD5C,Cash,Male,Canberra
0.74,0.34,10/4/2025,WOOL-6826380,2,Woolworths,0.68,Apples,0.74,105929,Fruit & Veg,Fresh,WOOL-CEABE554CB,Cash,Female,Perth
10.47,7.77,2/4/2025,WOOL-D125143,4,Metro,31.08,Strawberries,10.47,144608,Fruit & Veg,Strawberries,WOOL-3DD7BBF45B,Credit card,Male,Melbourne
14.87,12.96,27/4/2025,WOOL-1881359,2,Metro,25.92,Padlocks,14.87,747028,Cleaning & Maintenance,Master,WOOL-36E10F4E69,Credit card,Male,Brisbane
1.88,1.33,1/4/2025,WOOL-1214613,4,Woolworths,5.32,Avocado,1.88,120081,Fruit & Veg,Hass,WOOL-D6F1D5EA66,Gift card,Female,Perth
0.76,0.36,29/4/2025,WOOL-1182467,3,Woolworths,1.08,Apples,0.76,105919,Fruit & Veg,Fresh,WOOL-AAED55314D,Credit card,Male,Darwin
0.73,0.73,20/4/2025,WOOL-9902465,8,Metro,5.84,Tomatoes,0.73,134044,Fruit & Veg,Fresh,WOOL-051861845F,Cash,Female,Perth
8.46,7.3,28/4/2025,WOOL-D868327,4,Woolworths,29.2,Light Globes,8.46,197766,Cleaning & Maintenance,Mirabella,WOOL-6BAC9067FA,EFTPOS,Female,Darwin
0.89,0.54,5/4/2025,WOOL-3990848,2,Metro,1.08,Bananas,0.89,133212,Fruit & Veg,Cavendish,WOOL-6EAE4B7BCB,EFTPOS,Female,Sydney
1.39,0.97,1/4/2025,WOOL-1868270,5,Woolworths,4.85,Broccoli,1.39,134684,Fruit & Veg,Fresh,WOOL-09CBDF5C3F,Gift card,Male,Sydney
0.91,0.48,14/4/2025,WOOL-6729036,2,Woolworths,0.96,Potatoes,0.91,208900,Fruit & Veg,Potato,WOOL-11C7BFEB72,Credit card,Male,Canberra
0.55,0.1,13/4/2025,WOOL-4609180,2,Metro,0.2,Laundry Capsules,0.55,898834,Cleaning & Maintenance,Mnml,WOOL-7A658C89F4,Credit card,Male,Hobart
2.06,1.47,9/4/2025,WOOL-3664078,2,Woolworths,2.94,Cucumber,2.06,137137,Fruit & Veg,Lebanese,WOOL-BFC7824AB9,Gift card,Male,Melbourne
0.55,0.55,29/4/2025,WOOL-6140123,1,Metro,0.55,Onion,0.55,144331,Fruit & Veg,Onion,WOOL-BAABBC5F93,Cash,Male,Melbourne
18.34,14.97,25/4/2025,WOOL-8938072,9,Woolworths,134.73,Padlocks,18.34,747034,Cleaning & Maintenance,Master,WOOL-C055BB3E83,Store card,Female,Perth
0.62,0.25,20/4/2025,WOOL-C788331,3,Woolworths,0.75,Tomatoes,0.62,134043,Fruit & Veg,Fresh,WOOL-8DD320853D,Gift card,Male,Sydney
10.27,8.95,4/4/2025,WOOL-3504617,5,Metro,44.75,Light Globes,10.27,197769,Cleaning & Maintenance,Mirabella,WOOL-EA660EA11D,Cash,Female,Perth
0.62,0.25,22/4/2025,WOOL-7681815,2,Woolworths,0.5,Laundry Capsules,0.62,898838,Cleaning & Maintenance,Mnml,WOOL-07DDF81254,Credit card,Female,Hobart
1.31,0.83,22/4/2025,WOOL-3527432,5,Woolworths,4.15,Cleaning Tablets,1.31,173885,Cleaning & Maintenance,Restor,WOOL-1F5A2A6F23,EFTPOS,Female,Perth
0.55,0.22,12/4/2025,WOOL-F842099,4,Woolworths,0.88,Laundry Capsules,0.55,898841,Cleaning & Maintenance,Mnml,WOOL-33EA28E60A,Credit card,Female,Perth
1.29,1.29,28/4/2025,WOOL-B192898,3,Woolworths,3.87,Cleaning Tablets,1.29,173884,Cleaning & Maintenance,Restor,WOOL-17D75E3719,Credit card,Female,Melbourne
0.58,0.58,5/4/2025,WOOL-B540888,9,Metro,5.22,Tomatoes,0.58,134042,Fruit & Veg,Fresh,WOOL-064F2E0001,Store card,Female,Darwin
1.35,0.85,7/4/2025,WOOL-1467544,3,Metro,2.55,Cleaning Tablets,1.35,173887,Cleaning & Maintenance,Restor,WOOL-B75C61DE50,Credit card,Female,Sydney
0.56,0.21,2/4/2025,WOOL-1792939,4,Woolworths,0.84,Tomatoes,0.56,134044,Fruit & Veg,Fresh,WOOL-2026CFA10B,Credit card,Female,Melbourne
10.44,9.59,24/4/2025,WOOL-C450299,1,Metro,9.59,Light Globes,10.44,197770,Cleaning & Maintenance,Mirabella,WOOL-1D7288446E,EFTPOS,Female,Sydney
11.62,9.84,19/4/2025,WOOL-C895602,2,Metro,19.68,Insect Repellent,11.62,900325,Cleaning & Maintenance,Aerogard,WOOL-E02F930FF9,Credit card,Female,Melbourne
9.88,8.85,8/4/2025,WOOL-5498661,7,Metro,61.95,Strawberries,9.88,144613,Fruit & Veg,Strawberries,WOOL-0E7C164DD5,Credit card,Female,Perth
9.77,7.03,4/4/2025,WOOL-F284651,5,Woolworths,35.15,Light Globes,9.77,197766,Cleaning & Maintenance,Mirabella,WOOL-BA0CCB10FE,Credit card,Male,Canberra
0.7,0.46,1/4/2025,WOOL-1112615,3,Woolworths,1.38,Bananas,0.7,133216,Fruit & Veg,Cavendish,WOOL-197D245D2E,Gift card,Male,Perth
1.1,0.61,5/4/2025,WOOL-F263664,8,Woolworths,4.88,Cleaning Tablets,1.1,173881,Cleaning & Maintenance,Restor,WOOL-E0DC47DFA5,Gift card,Male,Canberra
15.79,13.13,13/4/2025,WOOL-F264199,3,Woolworths,39.39,Padlocks,15.79,747034,Cleaning & Maintenance,Master,WOOL-B12413CD2C,Gift card,Female,Perth
1.15,0.67,7/4/2025,WOOL-0859171,4,Metro,2.68,Cleaning Tablets,1.15,173889,Cleaning & Maintenance,Restor,WOOL-CC41FD3696,Gift card,Male,Brisbane
0.8,0.3,7/4/2025,WOOL-3805932,2,Metro,0.6,Potatoes,0.8,208898,Fruit & Veg,Potato,WOOL-FFFAB18F1D,Cash,Male,Darwin
0.49,0.28,26/4/2025,WOOL-9569162,4,Metro,1.12,Laundry Capsules,0.49,898842,Cleaning & Maintenance,Mnml,WOOL-C6D8C28ED0,Credit card,Female,Adelaide
2.25,1.69,15/4/2025,WOOL-4762986,2,Metro,3.38,Avocado,2.25,120086,Fruit & Veg,Hass,WOOL-CF9FCDD142,Cash,Male,Adelaide
0.79,0.79,22/4/2025,WOOL-6580354,2,Woolworths,1.58,Potatoes,0.79,208898,Fruit & Veg,Potato,WOOL-36BB322E26,EFTPOS,Male,Sydney
1.27,1.27,1/4/2025,WOOL-6468789,9,Woolworths,11.43,Broccoli,1.27,134682,Fruit & Veg,Fresh,WOOL-C18981B023,Credit card,Female,Hobart
1.19,0.79,10/4/2025,WOOL-D396451,1,Metro,0.79,Broccoli,1.19,134686,Fruit & Veg,Fresh,WOOL-FF193919CE,Store card,Female,Perth
8.67,6.96,13/4/2025,WOOL-0588751,1,Metro,6.96,Strawberries,8.67,144616,Fruit & Veg,Strawberries,WOOL-91287A25FE,Credit card,Female,Brisbane
14.87,14.26,5/4/2025,WOOL-7862473,1,Woolworths,14.26,Padlocks,14.87,747026,Cleaning & Maintenance,Master,WOOL-0A4B9DA747,Credit card,Male,Melbourne
1.07,0.63,3/4/2025,WOOL-0659380,2,Woolworths,1.26,Cleaning Tablets,1.07,173880,Cleaning & Maintenance,Restor,WOOL-81A41EA411,Credit card,Female,Sydney
0.72,0.72,26/4/2025,WOOL-7152131,2,Metro,1.44,Bananas,0.72,133218,Fruit & Veg,Cavendish,WOOL-A1E566DCD5,EFTPOS,Female,Hobart
0.85,0.39,28/4/2025,WOOL-C732983,1,Woolworths,0.39,Bananas,0.85,133213,Fruit & Veg,Cavendish,WOOL-834479A397,Gift card,Female,Adelaide
0.71,0.44,2/4/2025,WOOL-E645709,3,Metro,1.32,Tomatoes,0.71,134040,Fruit & Veg,Fresh,WOOL-8791058500,Credit card,Female,Sydney
0.61,0.26,10/4/2025,WOOL-B208255,4,Woolworths,1.04,Tomatoes,0.61,134043,Fruit & Veg,Fresh,WOOL-BA121F4BD4,Gift card,Male,Brisbane
0.85,0.45,29/4/2025,WOOL-8463519,5,Metro,2.25,Bananas,0.85,133212,Fruit & Veg,Cavendish,WOOL-1F8916868F,Credit card,Female,Hobart
0.37,0.1,3/4/2025,WOOL-9737077,9,Woolworths,0.9,Mandarin,0.37,829112,Fruit & Veg,Mandarin,WOOL-2B66CEACFC,EFTPOS,Female,Brisbane
1.3,0.89,19/4/2025,WOOL-6531652,4,Woolworths,3.56,Broccoli,1.3,134684,Fruit & Veg,Fresh,WOOL-911219C419,Credit card,Female,Hobart
0.75,0.3,29/4/2025,WOOL-E183289,1,Metro,0.3,Apples,0.75,105921,Fruit & Veg,Fresh,WOOL-00541D62A4,Gift card,Male,Adelaide
0.97,0.54,30/4/2025,WOOL-8506352,1,Metro,0.54,Apples,0.97,105925,Fruit & Veg,Fresh,WOOL-AA9164AD25,Cash,Female,Sydney
0.78,0.46,13/4/2025,WOOL-F376232,5,Metro,2.3,Potatoes,0.78,208895,Fruit & Veg,Potato,WOOL-1DE913D2F3,Credit card,Female,Hobart
0.56,0.14,4/4/2025,WOOL-1555901,4,Metro,0.56,Laundry Capsules,0.56,898843,Cleaning & Maintenance,Mnml,WOOL-7CCD2D3001,Cash,Male,Canberra
13.31,10.99,5/4/2025,WOOL-C652447,1,Metro,10.99,Insect Repellent,13.31,900325,Cleaning & Maintenance,Aerogard,WOOL-6E0557D22E,Gift card,Female,Adelaide
0.4,0.19,27/4/2025,WOOL-D571272,2,Woolworths,0.38,Mandarin,0.4,829109,Fruit & Veg,Mandarin,WOOL-CC19056260,Credit card,Male,Perth
1.88,1.32,27/4/2025,WOOL-B171699,5,Woolworths,6.6,Cucumber,1.88,137136,Fruit & Veg,Lebanese,WOOL-2B56B7BCBD,EFTPOS,Female,Sydney
0.94,0.52,18/4/2025,WOOL-A899918,4,Woolworths,2.08,Apples,0.94,105929,Fruit & Veg,Fresh,WOOL-17DB638E12,Gift card,Female,Sydney
1.09,0.74,23/4/2025,WOOL-F205881,4,Woolworths,2.96,Cleaning Tablets,1.09,173887,Cleaning & Maintenance,Restor,WOOL-176C47C5AF,EFTPOS,Male,Hobart
1.47,0.97,22/4/2025,WOOL-2545630,2,Woolworths,1.94,Broccoli,1.47,134688,Fruit & Veg,Fresh,WOOL-A812BE99E9,EFTPOS,Female,Brisbane
2.52,1.92,20/4/2025,WOOL-9471535,4,Metro,7.68,Avocado,2.52,120087,Fruit & Veg,Hass,WOOL-16BB499E56,EFTPOS,Male,Melbourne
0.88,0.49,25/4/2025,WOOL-D147640,5,Metro,2.45,Bananas,0.88,133215,Fruit & Veg,Cavendish,WOOL-47B973D2FC,EFTPOS,Female,Darwin
0.82,0.46,20/4/2025,WOOL-B801324,7,Woolworths,3.22,Bananas,0.82,133215,Fruit & Veg,Cavendish,WOOL-6B795ECE64,Credit card,Female,Brisbane
13.29,10.59,15/4/2025,WOOL-B960909,5,Woolworths,52.95,Insect Repellent,13.29,900331,Cleaning & Maintenance,Aerogard,WOOL-65A1CDDF5F,Store card,Male,Sydney
0.39,0.13,6/4/2025,WOOL-C317294,4,Metro,0.52,Mandarin,0.39,829108,Fruit & Veg,Mandarin,WOOL-64718C2ABB,Gift card,Male,Melbourne
0.75,0.34,22/4/2025,WOOL-9361036,4,Metro,1.36,Apples,0.75,105927,Fruit & Veg,Fresh,WOOL-BC1B703A73,Gift card,Female,Canberra
0.52,0.23,13/4/2025,WOOL-2628252,3,Metro,0.69,Laundry Capsules,0.52,898842,Cleaning & Maintenance,Mnml,WOOL-E9926C30D3,Store card,Female,Adelaide
0.6,0.33,8/4/2025,WOOL-1756216,2,Metro,0.66,Onion,0.6,144334,Fruit & Veg,Onion,WOOL-5E8BD2A9F6,Credit card,Female,Canberra
11.1,7.81,24/4/2025,WOOL-E319686,7,Woolworths,54.67,Insect Repellent,11.1,900330,Cleaning & Maintenance,Aerogard,WOOL-7ED366F3B0,Credit card,Female,Darwin
1.14,0.65,20/4/2025,WOOL-4117047,3,Metro,1.95,Cleaning Tablets,1.14,173889,Cleaning & Maintenance,Restor,WOOL-56DF55018C,Gift card,Female,Canberra
1.99,1.43,28/4/2025,WOOL-1241246,4,Woolworths,5.72,Cucumber,1.99,137133,Fruit & Veg,Lebanese,WOOL-6305B4F16B,EFTPOS,Female,Adelaide
0.64,0.21,5/4/2025,WOOL-B654965,10,Metro,2.1,Onion,0.64,144339,Fruit & Veg,Onion,WOOL-B0D84D220B,Store card,Female,Melbourne
1.3,0.84,19/4/2025,WOOL-B549338,10,Metro,8.4,Cleaning Tablets,1.3,173880,Cleaning & Maintenance,Restor,WOOL-67151D7094,Credit card,Female,Canberra
