sessions_count,avg_engagement_time_sec,pageviews_per_session,compare_ratio,specials_ratio,mylists_ratio,category_browse_ratio,product_detail_ratio,unique_pages_visited,browsing_entropy,days_since_first_visit,days_since_last_activity,user_pseudo_id,reporting_window_start,reporting_window_end,is_included_in_run
4,240.0,5.59,0.1244,0.0539,0.1905,0.174,0.093,11,0.6291,7,0,syn_20260831_000588,2026-08-17,2026-08-30,1
5,115.23,7.73,0.1132,0.068,0.2989,0.1323,0.1392,20,0.5913,9,0,syn_20260831_000589,2026-08-17,2026-08-30,1
1,34.1,2.63,0.0,0.0,0.0,0.0,0.0275,2,0.1712,3,0,syn_20260831_000590,2026-08-17,2026-08-30,1
7,112.47,7.25,0.0605,0.1022,0.1636,0.1211,0.1128,19,0.5,13,0,syn_20260831_000591,2026-08-17,2026-08-30,1
1,7.4,2.52,0.0,0.0,0.0,0.0161,0.0201,2,0.0124,6,3,syn_20260831_000592,2026-08-17,2026-08-30,1
1,35.91,2.64,0.0,0.0,0.0,0.0351,0.0397,2,0.1263,12,2,syn_20260831_000593,2026-08-17,2026-08-30,1
6,108.85,6.29,0.2227,0.2652,0.0157,0.1085,0.0558,10,0.7574,9,0,syn_20260831_000594,2026-08-17,2026-08-30,1
4,168.8,9.32,0.05,0.0805,0.2854,0.18,0.05,15,0.6856,9,1,syn_20260831_000595,2026-08-17,2026-08-30,1
3,153.81,5.23,0.0419,0.0027,0.0264,0.1056,0.25,9,0.5142,6,2,syn_20260831_000596,2026-08-17,2026-08-30,1
4,144.41,4.0,0.35,0.2343,0.0056,0.0812,0.0,10,0.6,7,0,syn_20260831_000597,2026-08-17,2026-08-30,1
5,138.83,5.58,0.1504,0.1902,0.0489,0.0979,0.0523,14,0.6305,5,3,syn_20260831_000598,2026-08-17,2026-08-30,1
1,20.73,2.42,0.0,0.0,0.0,0.0238,0.0348,2,0.2,9,8,syn_20260831_000599,2026-08-17,2026-08-30,1
8,190.07,9.22,0.1073,0.05,0.2519,0.1088,0.0745,10,0.6853,12,0,syn_20260831_000600,2026-08-17,2026-08-30,1
3,300.0,4.59,0.0754,0.0494,0.0272,0.1487,0.2672,10,0.3944,11,0,syn_20260831_000601,2026-08-17,2026-08-30,1
5,121.52,7.42,0.1415,0.1292,0.2529,0.1864,0.1245,15,0.6522,10,1,syn_20260831_000602,2026-08-17,2026-08-30,1
4,138.75,5.64,0.3022,0.2293,0.0129,0.0503,0.0811,12,0.7402,11,2,syn_20260831_000603,2026-08-17,2026-08-30,1
5,81.15,5.48,0.2553,0.2324,0.05,0.1218,0.0304,15,0.7955,12,2,syn_20260831_000604,2026-08-17,2026-08-30,1
5,240.0,10.0,0.1306,0.0834,0.2381,0.1922,0.0505,20,0.5414,11,2,syn_20260831_000605,2026-08-17,2026-08-30,1
5,121.46,5.51,0.2779,0.15,0.0253,0.0652,0.1,12,0.7233,7,2,syn_20260831_000606,2026-08-17,2026-08-30,1
2,269.8,5.93,0.0578,0.0219,0.018,0.1945,0.1598,10,0.5305,9,3,syn_20260831_000607,2026-08-17,2026-08-30,1
5,114.57,7.67,0.35,0.194,0.0411,0.1147,0.0387,10,0.7466,9,1,syn_20260831_000608,2026-08-17,2026-08-30,1
4,62.0,4.96,0.3105,0.2283,0.0,0.0984,0.0835,11,0.6926,14,2,syn_20260831_000609,2026-08-17,2026-08-30,1
6,219.2,9.57,0.1053,0.15,0.2047,0.1413,0.0575,13,0.6766,9,1,syn_20260831_000610,2026-08-17,2026-08-30,1
4,181.57,5.0,0.0081,0.0457,0.0,0.1426,0.2882,8,0.3,12,2,syn_20260831_000611,2026-08-17,2026-08-30,1
5,134.7,4.15,0.35,0.2422,0.0358,0.0834,0.0645,8,0.8102,9,3,syn_20260831_000612,2026-08-17,2026-08-30,1
3,158.55,4.0,0.2574,0.3492,0.0195,0.0833,0.0687,12,0.8275,10,4,syn_20260831_000613,2026-08-17,2026-08-30,1
4,160.0,6.6,0.2495,0.1995,0.002,0.0729,0.0683,13,0.7316,13,0,syn_20260831_000614,2026-08-17,2026-08-30,1
3,107.96,6.7,0.2847,0.35,0.0072,0.0765,0.0361,13,0.7675,9,0,syn_20260831_000615,2026-08-17,2026-08-30,1
1,27.98,2.98,0.0,0.0,0.0,0.024,0.0278,3,0.173,9,3,syn_20260831_000616,2026-08-17,2026-08-30,1
1,13.87,2.81,0.0,0.0,0.0,0.0312,0.0139,3,0.2,5,1,syn_20260831_000617,2026-08-17,2026-08-30,1
1,50.34,3.88,0.041,0.0336,0.0281,0.0916,0.027,4,0.1434,9,3,syn_20260831_000618,2026-08-17,2026-08-30,1
5,180.0,5.15,0.35,0.2849,0.0089,0.0874,0.0351,9,0.85,9,2,syn_20260831_000619,2026-08-17,2026-08-30,1
3,109.95,4.62,0.1716,0.35,0.0089,0.0897,0.048,10,0.7315,9,4,syn_20260831_000620,2026-08-17,2026-08-30,1
4,60.0,7.01,0.3082,0.1836,0.0067,0.0826,0.0119,13,0.6605,9,2,syn_20260831_000621,2026-08-17,2026-08-30,1
5,90.47,5.04,0.2625,0.2117,0.0479,0.0607,0.0225,15,0.7686,9,0,syn_20260831_000622,2026-08-17,2026-08-30,1
4,226.16,5.62,0.0883,0.05,0.2936,0.1046,0.1449,15,0.6116,9,1,syn_20260831_000623,2026-08-17,2026-08-30,1
7,170.49,9.45,0.0918,0.0776,0.2923,0.1172,0.0907,12,0.5074,8,1,syn_20260831_000624,2026-08-17,2026-08-30,1
4,123.27,4.0,0.1964,0.1925,0.0,0.05,0.0549,14,0.6198,14,3,syn_20260831_000625,2026-08-17,2026-08-30,1
1,32.52,3.55,0.0211,0.0,0.018,0.0,0.0,2,0.2048,3,0,syn_20260831_000626,2026-08-17,2026-08-30,1
6,151.21,5.98,0.268,0.2318,0.0067,0.098,0.0673,15,0.6591,8,2,syn_20260831_000627,2026-08-17,2026-08-30,1
5,152.86,8.07,0.0676,0.0695,0.174,0.1032,0.0726,10,0.7122,9,3,syn_20260831_000628,2026-08-17,2026-08-30,1
3,268.63,4.57,0.0034,0.0436,0.0261,0.1493,0.1893,8,0.58,12,2,syn_20260831_000629,2026-08-17,2026-08-30,1
4,60.0,7.68,0.3127,0.15,0.05,0.086,0.0704,9,0.7613,14,1,syn_20260831_000630,2026-08-17,2026-08-30,1
4,105.02,5.0,0.1006,0.1087,0.2016,0.145,0.05,19,0.6321,7,3,syn_20260831_000631,2026-08-17,2026-08-30,1
5,111.07,7.0,0.2218,0.2394,0.0128,0.148,0.0574,12,0.85,7,2,syn_20260831_000632,2026-08-17,2026-08-30,1
5,116.56,6.09,0.1856,0.35,0.0344,0.0687,0.0191,11,0.6878,13,1,syn_20260831_000633,2026-08-17,2026-08-30,1
5,92.43,7.03,0.3064,0.3077,0.016,0.0899,0.055,14,0.6782,12,3,syn_20260831_000634,2026-08-17,2026-08-30,1
6,124.05,9.71,0.062,0.1302,0.274,0.1737,0.0543,16,0.6298,11,0,syn_20260831_000635,2026-08-17,2026-08-30,1
1,35.09,2.35,0.0,0.0,0.0,0.0157,0.0221,2,0.0634,14,1,syn_20260831_000636,2026-08-17,2026-08-30,1
7,156.63,7.96,0.076,0.0952,0.2967,0.1793,0.0874,13,0.7371,11,3,syn_20260831_000637,2026-08-17,2026-08-30,1
3,77.58,4.28,0.2376,0.2523,0.0209,0.0623,0.012,10,0.8344,9,2,syn_20260831_000638,2026-08-17,2026-08-30,1
5,165.2,6.81,0.0509,0.05,0.2521,0.1262,0.1221,17,0.75,10,1,syn_20260831_000639,2026-08-17,2026-08-30,1
5,60.0,6.29,0.2217,0.2108,0.0444,0.1054,0.0,13,0.6129,9,4,syn_20260831_000640,2026-08-17,2026-08-30,1
6,229.27,5.48,0.1347,0.1038,0.2561,0.1747,0.0806,13,0.5,9,1,syn_20260831_000641,2026-08-17,2026-08-30,1
2,32.06,2.49,0.0304,0.05,0.0351,0.0125,0.049,2,0.1607,7,5,syn_20260831_000642,2026-08-17,2026-08-30,1
1,25.79,2.27,0.0,0.0,0.0,0.007,0.0472,2,0.1724,9,2,syn_20260831_000643,2026-08-17,2026-08-30,1
4,251.7,5.04,0.0592,0.0139,0.0131,0.1132,0.1696,10,0.567,12,0,syn_20260831_000644,2026-08-17,2026-08-30,1
8,95.13,7.65,0.1382,0.1474,0.2332,0.1579,0.0874,10,0.707,14,3,syn_20260831_000645,2026-08-17,2026-08-30,1
4,176.83,5.75,0.1894,0.2946,0.0409,0.1089,0.0,11,0.68,9,4,syn_20260831_000646,2026-08-17,2026-08-30,1
3,225.88,4.16,0.0149,0.0024,0.0156,0.2279,0.2659,10,0.4786,7,2,syn_20260831_000647,2026-08-17,2026-08-30,1
7,130.38,7.7,0.107,0.0733,0.15,0.2,0.1102,18,0.5752,10,1,syn_20260831_000648,2026-08-17,2026-08-30,1
5,165.98,9.03,0.1309,0.05,0.15,0.1243,0.1324,19,0.75,9,2,syn_20260831_000649,2026-08-17,2026-08-30,1
4,149.89,3.41,0.0334,0.0349,0.0213,0.1876,0.2585,7,0.3205,10,1,syn_20260831_000650,2026-08-17,2026-08-30,1
1,17.57,2.81,0.05,0.0376,0.0016,0.0002,0.0285,3,0.2576,3,2,syn_20260831_000651,2026-08-17,2026-08-30,1
2,197.2,5.08,0.0418,0.016,0.0404,0.2302,0.2783,6,0.5274,9,3,syn_20260831_000652,2026-08-17,2026-08-30,1
4,283.08,4.17,0.0096,0.0366,0.0436,0.2338,0.2256,10,0.5283,11,2,syn_20260831_000653,2026-08-17,2026-08-30,1
8,172.69,7.51,0.0667,0.147,0.2797,0.1495,0.1121,16,0.6892,10,1,syn_20260831_000654,2026-08-17,2026-08-30,1
3,225.82,3.21,0.0,0.0353,0.0415,0.2121,0.2423,10,0.448,11,4,syn_20260831_000655,2026-08-17,2026-08-30,1
8,186.23,9.2,0.05,0.1436,0.2265,0.1501,0.15,18,0.5052,9,0,syn_20260831_000656,2026-08-17,2026-08-30,1
4,78.05,4.0,0.3288,0.3447,0.0,0.1,0.0073,9,0.8336,6,3,syn_20260831_000657,2026-08-17,2026-08-30,1
4,156.21,7.77,0.2306,0.3045,0.0463,0.1221,0.0281,10,0.6181,9,3,syn_20260831_000658,2026-08-17,2026-08-30,1
5,157.65,5.87,0.3392,0.1705,0.0251,0.1474,0.0949,12,0.711,9,1,syn_20260831_000659,2026-08-17,2026-08-30,1
2,273.76,6.0,0.0771,0.0,0.0041,0.2411,0.2005,10,0.5626,4,0,syn_20260831_000660,2026-08-17,2026-08-30,1
6,132.35,8.07,0.0891,0.131,0.2819,0.1369,0.14,10,0.6585,7,3,syn_20260831_000661,2026-08-17,2026-08-30,1
3,167.58,5.16,0.0278,0.007,0.0005,0.2089,0.2591,5,0.44,10,2,syn_20260831_000662,2026-08-17,2026-08-30,1
4,133.13,6.41,0.1351,0.1192,0.2648,0.1805,0.0824,15,0.5131,5,2,syn_20260831_000663,2026-08-17,2026-08-30,1
2,180.51,5.12,0.0384,0.0167,0.0624,0.1757,0.2497,8,0.4177,7,3,syn_20260831_000664,2026-08-17,2026-08-30,1
2,255.49,3.56,0.0699,0.0231,0.0348,0.2234,0.2061,7,0.5227,8,1,syn_20260831_000665,2026-08-17,2026-08-30,1
1,19.29,2.54,0.0,0.0,0.0,0.0221,0.039,2,0.0016,9,3,syn_20260831_000666,2026-08-17,2026-08-30,1
2,32.42,3.39,0.0469,0.0349,0.0204,0.0698,0.0238,5,0.0113,9,1,syn_20260831_000667,2026-08-17,2026-08-30,1
1,13.73,2.87,0.0,0.0,0.0,0.0,0.0466,2,0.1209,9,0,syn_20260831_000668,2026-08-17,2026-08-30,1
6,205.59,7.83,0.1377,0.05,0.2774,0.1044,0.0906,11,0.5605,5,1,syn_20260831_000669,2026-08-17,2026-08-30,1
4,270.37,5.37,0.0241,0.0196,0.039,0.1668,0.3,7,0.3295,7,0,syn_20260831_000670,2026-08-17,2026-08-30,1
7,140.63,8.78,0.05,0.0787,0.1522,0.1171,0.1443,18,0.5307,11,2,syn_20260831_000671,2026-08-17,2026-08-30,1
3,272.32,5.85,0.0425,0.0136,0.0321,0.1575,0.3,12,0.4103,9,4,syn_20260831_000672,2026-08-17,2026-08-30,1
1,14.56,2.1,0.0,0.0,0.0,0.0102,0.0113,2,0.1975,12,7,syn_20260831_000673,2026-08-17,2026-08-30,1
4,242.84,7.16,0.0,0.0169,0.1,0.2,0.1751,10,0.4,9,2,syn_20260831_000674,2026-08-17,2026-08-30,1
2,39.03,2.77,0.0113,0.0162,0.0,0.0128,0.0409,3,0.0113,11,5,syn_20260831_000675,2026-08-17,2026-08-30,1
5,111.88,5.75,0.1303,0.0775,0.2611,0.1799,0.0741,18,0.7102,8,1,syn_20260831_000676,2026-08-17,2026-08-30,1
5,149.53,4.19,0.2674,0.2505,0.0261,0.0608,0.0607,13,0.7451,9,4,syn_20260831_000677,2026-08-17,2026-08-30,1
4,153.11,8.0,0.3371,0.2046,0.0297,0.1258,0.0108,11,0.8459,9,4,syn_20260831_000678,2026-08-17,2026-08-30,1
5,60.25,6.38,0.35,0.35,0.0496,0.082,0.0065,12,0.6778,5,2,syn_20260831_000679,2026-08-17,2026-08-30,1
4,280.9,4.67,0.0297,0.0077,0.034,0.1942,0.2341,10,0.5197,3,1,syn_20260831_000680,2026-08-17,2026-08-30,1
6,213.04,9.6,0.0579,0.071,0.15,0.1527,0.0538,19,0.6449,7,1,syn_20260831_000681,2026-08-17,2026-08-30,1
3,230.36,5.4,0.0925,0.011,0.0492,0.2263,0.2547,8,0.4487,6,2,syn_20260831_000682,2026-08-17,2026-08-30,1
2,14.6,2.21,0.0235,0.0223,0.0086,0.0378,0.0419,4,0.0361,8,4,syn_20260831_000683,2026-08-17,2026-08-30,1
4,135.43,4.15,0.1759,0.3344,0.0307,0.0817,0.1,15,0.6359,8,2,syn_20260831_000684,2026-08-17,2026-08-30,1
6,60.0,7.53,0.2652,0.3098,0.0347,0.1238,0.0141,9,0.6094,13,3,syn_20260831_000685,2026-08-17,2026-08-30,1
6,184.14,5.67,0.0591,0.0953,0.2314,0.1861,0.05,19,0.5199,9,2,syn_20260831_000686,2026-08-17,2026-08-30,1
1,18.53,2.0,0.0,0.0,0.0,0.0458,0.0365,2,0.1578,1,1,syn_20260831_000687,2026-08-17,2026-08-30,1
5,167.52,6.65,0.3142,0.2838,0.0171,0.1155,0.0422,9,0.7977,5,0,syn_20260831_000688,2026-08-17,2026-08-30,1
5,125.63,10.0,0.1119,0.0695,0.2675,0.1212,0.0678,15,0.5889,7,2,syn_20260831_000689,2026-08-17,2026-08-30,1
2,222.16,4.94,0.0,0.0405,0.0391,0.1,0.1811,9,0.3636,3,1,syn_20260831_000690,2026-08-17,2026-08-30,1
3,152.59,3.59,0.0458,0.0051,0.0396,0.1206,0.2683,6,0.4572,11,0,syn_20260831_000691,2026-08-17,2026-08-30,1
1,36.21,2.07,0.0,0.0,0.0,0.0133,0.0126,2,0.0729,9,0,syn_20260831_000692,2026-08-17,2026-08-30,1
6,60.0,6.47,0.2733,0.2889,0.0156,0.1163,0.0,14,0.6514,10,4,syn_20260831_000693,2026-08-17,2026-08-30,1
3,253.43,3.51,0.0065,0.0234,0.0186,0.1,0.1946,7,0.4057,14,4,syn_20260831_000694,2026-08-17,2026-08-30,1
8,153.36,6.02,0.1016,0.1005,0.2743,0.174,0.0848,13,0.75,6,2,syn_20260831_000695,2026-08-17,2026-08-30,1
3,167.83,4.88,0.0436,0.05,0.0154,0.1308,0.2702,8,0.5737,11,4,syn_20260831_000696,2026-08-17,2026-08-30,1
1,25.75,2.21,0.0,0.0,0.0,0.0234,0.0359,2,0.08,3,1,syn_20260831_000697,2026-08-17,2026-08-30,1
5,105.42,5.27,0.3138,0.3149,0.0175,0.0732,0.0641,11,0.6476,3,1,syn_20260831_000698,2026-08-17,2026-08-30,1
5,180.0,4.0,0.1823,0.2259,0.0283,0.1287,0.0717,9,0.8247,9,2,syn_20260831_000699,2026-08-17,2026-08-30,1
4,112.09,6.39,0.3148,0.1594,0.0458,0.0862,0.1,14,0.7637,9,0,syn_20260831_000700,2026-08-17,2026-08-30,1
4,136.2,3.05,0.0807,0.0018,0.03,0.2376,0.2435,10,0.3,4,3,syn_20260831_000701,2026-08-17,2026-08-30,1
2,50.8,2.41,0.0413,0.0433,0.0,0.0857,0.044,3,0.2974,9,2,syn_20260831_000702,2026-08-17,2026-08-30,1
2,283.14,4.78,0.0595,0.0333,0.0231,0.1422,0.183,8,0.5565,9,0,syn_20260831_000703,2026-08-17,2026-08-30,1
1,32.3,2.12,0.0415,0.011,0.0406,0.0676,0.0105,2,0.0248,9,1,syn_20260831_000704,2026-08-17,2026-08-30,1
2,204.13,3.73,0.0,0.0109,0.0424,0.2088,0.1795,7,0.5488,8,3,syn_20260831_000705,2026-08-17,2026-08-30,1
3,156.08,5.96,0.2154,0.2663,0.0312,0.0927,0.0,14,0.8062,13,3,syn_20260831_000706,2026-08-17,2026-08-30,1
5,83.19,4.6,0.2769,0.2817,0.0198,0.0995,0.0991,8,0.829,8,1,syn_20260831_000707,2026-08-17,2026-08-30,1
6,71.42,6.92,0.1754,0.2009,0.0375,0.1079,0.0734,9,0.6408,4,1,syn_20260831_000708,2026-08-17,2026-08-30,1
5,171.89,4.22,0.2085,0.3088,0.0,0.12,0.0875,12,0.8147,9,2,syn_20260831_000709,2026-08-17,2026-08-30,1
4,108.25,4.55,0.3341,0.2994,0.0117,0.15,0.1,13,0.6,10,2,syn_20260831_000710,2026-08-17,2026-08-30,1
4,90.0,6.97,0.15,0.1164,0.2466,0.1961,0.0909,15,0.5136,7,3,syn_20260831_000711,2026-08-17,2026-08-30,1
3,60.0,7.08,0.3157,0.2636,0.0,0.0976,0.0,15,0.6369,8,1,syn_20260831_000712,2026-08-17,2026-08-30,1
5,60.0,6.19,0.1975,0.1763,0.0393,0.0973,0.0751,14,0.6631,12,3,syn_20260831_000713,2026-08-17,2026-08-30,1
4,179.47,6.12,0.3176,0.1934,0.0139,0.0826,0.0553,15,0.8123,10,0,syn_20260831_000714,2026-08-17,2026-08-30,1
5,141.2,6.06,0.192,0.3154,0.0414,0.0558,0.0751,15,0.759,9,4,syn_20260831_000715,2026-08-17,2026-08-30,1
6,101.96,5.58,0.05,0.0987,0.23,0.1434,0.1467,13,0.6286,10,1,syn_20260831_000716,2026-08-17,2026-08-30,1
1,35.68,2.76,0.0,0.0,0.0,0.0351,0.0282,2,0.1375,7,4,syn_20260831_000717,2026-08-17,2026-08-30,1
5,183.29,5.78,0.0762,0.1232,0.1825,0.1647,0.1356,18,0.7095,5,2,syn_20260831_000718,2026-08-17,2026-08-30,1
8,90.0,5.0,0.0656,0.124,0.2726,0.1126,0.0975,16,0.5453,10,1,syn_20260831_000719,2026-08-17,2026-08-30,1
4,120.0,7.53,0.0928,0.039,0.0737,0.1705,0.1774,8,0.5939,13,4,syn_20260831_000720,2026-08-17,2026-08-30,1
4,133.34,5.94,0.2626,0.2504,0.0216,0.0505,0.0283,13,0.791,8,3,syn_20260831_000721,2026-08-17,2026-08-30,1
2,160.78,5.58,0.0272,0.0015,0.0462,0.1512,0.3,9,0.4153,10,0,syn_20260831_000722,2026-08-17,2026-08-30,1
6,168.29,6.26,0.3474,0.279,0.0014,0.1131,0.0607,8,0.7053,5,3,syn_20260831_000723,2026-08-17,2026-08-30,1
3,213.13,6.0,0.0558,0.0107,0.0282,0.1919,0.1967,6,0.4694,3,2,syn_20260831_000724,2026-08-17,2026-08-30,1
1,48.68,4.0,0.0261,0.0454,0.0269,0.018,0.0243,4,0.2998,2,2,syn_20260831_000725,2026-08-17,2026-08-30,1
4,259.86,5.27,0.0891,0.0179,0.048,0.1734,0.2249,5,0.413,6,0,syn_20260831_000726,2026-08-17,2026-08-30,1
5,60.0,6.83,0.3264,0.2969,0.0262,0.0743,0.0303,10,0.7456,8,1,syn_20260831_000727,2026-08-17,2026-08-30,1
2,26.46,3.69,0.05,0.0302,0.0128,0.0091,0.03,2,0.242,9,7,syn_20260831_000728,2026-08-17,2026-08-30,1
6,166.26,8.94,0.0765,0.1439,0.2016,0.1474,0.0954,17,0.6188,9,0,syn_20260831_000729,2026-08-17,2026-08-30,1
4,88.61,4.68,0.187,0.209,0.011,0.1153,0.0243,10,0.7261,9,1,syn_20260831_000730,2026-08-17,2026-08-30,1
1,7.66,2.9,0.0,0.0,0.0,0.0386,0.0204,2,0.1465,9,1,syn_20260831_000731,2026-08-17,2026-08-30,1
1,28.26,2.77,0.0,0.0,0.0,0.034,0.0243,3,0.1739,5,3,syn_20260831_000732,2026-08-17,2026-08-30,1
4,181.55,6.72,0.0343,0.037,0.0615,0.1,0.2338,10,0.4782,9,1,syn_20260831_000733,2026-08-17,2026-08-30,1
6,62.02,5.21,0.2032,0.35,0.033,0.0604,0.0856,10,0.7414,9,3,syn_20260831_000734,2026-08-17,2026-08-30,1
7,172.71,5.0,0.0801,0.0839,0.1951,0.116,0.05,13,0.6256,9,3,syn_20260831_000735,2026-08-17,2026-08-30,1
4,158.48,5.25,0.3029,0.2256,0.0299,0.05,0.0925,9,0.6316,9,1,syn_20260831_000736,2026-08-17,2026-08-30,1
3,232.71,5.98,0.0941,0.0298,0.0146,0.1871,0.2181,10,0.3,14,0,syn_20260831_000737,2026-08-17,2026-08-30,1
1,36.46,2.22,0.0,0.0,0.0,0.05,0.0047,2,0.0088,10,10,syn_20260831_000738,2026-08-17,2026-08-30,1
3,205.71,3.26,0.0932,0.0466,0.0472,0.1862,0.1968,9,0.3924,10,1,syn_20260831_000739,2026-08-17,2026-08-30,1
8,216.36,9.77,0.1154,0.1121,0.2005,0.1276,0.1267,16,0.6941,11,0,syn_20260831_000740,2026-08-17,2026-08-30,1
6,97.7,7.26,0.2583,0.3008,0.0494,0.0795,0.0786,10,0.6307,7,2,syn_20260831_000741,2026-08-17,2026-08-30,1
5,160.56,6.0,0.2414,0.2704,0.0,0.1024,0.0,14,0.85,9,1,syn_20260831_000742,2026-08-17,2026-08-30,1
1,22.93,2.24,0.0,0.0,0.0,0.0208,0.0,2,0.0462,11,0,syn_20260831_000743,2026-08-17,2026-08-30,1
5,62.76,6.27,0.2274,0.2774,0.05,0.1307,0.0054,14,0.7044,9,3,syn_20260831_000744,2026-08-17,2026-08-30,1
6,60.0,5.57,0.2611,0.1759,0.0148,0.1417,0.0646,14,0.8373,9,1,syn_20260831_000745,2026-08-17,2026-08-30,1
2,300.0,3.58,0.0305,0.0389,0.0132,0.1754,0.15,7,0.4698,9,3,syn_20260831_000746,2026-08-17,2026-08-30,1
8,240.0,9.19,0.144,0.1414,0.1963,0.183,0.1267,19,0.5221,9,1,syn_20260831_000747,2026-08-17,2026-08-30,1
1,58.1,2.93,0.0336,0.0062,0.0046,0.0,0.0135,3,0.2114,11,1,syn_20260831_000748,2026-08-17,2026-08-30,1
1,32.8,2.65,0.0,0.0,0.0,0.0328,0.0078,2,0.0929,8,4,syn_20260831_000749,2026-08-17,2026-08-30,1
7,110.56,5.0,0.1117,0.0849,0.1886,0.1669,0.0704,15,0.7155,9,2,syn_20260831_000750,2026-08-17,2026-08-30,1
3,231.35,5.25,0.1,0.0352,0.0264,0.25,0.268,6,0.5483,9,1,syn_20260831_000751,2026-08-17,2026-08-30,1
4,198.96,5.26,0.0744,0.0172,0.0054,0.1631,0.15,5,0.4874,7,3,syn_20260831_000752,2026-08-17,2026-08-30,1
3,300.0,3.49,0.0235,0.0354,0.0348,0.138,0.2285,9,0.3651,7,1,syn_20260831_000753,2026-08-17,2026-08-30,1
1,6.54,2.83,0.0,0.0,0.0,0.0461,0.0032,3,0.1839,7,1,syn_20260831_000754,2026-08-17,2026-08-30,1
6,88.45,6.99,0.1778,0.1663,0.0042,0.0687,0.0733,14,0.6954,13,0,syn_20260831_000755,2026-08-17,2026-08-30,1
7,130.15,6.83,0.0611,0.1442,0.1818,0.1616,0.05,10,0.6948,9,3,syn_20260831_000756,2026-08-17,2026-08-30,1
1,18.42,2.94,0.0,0.0,0.0,0.0426,0.0439,3,0.057,14,3,syn_20260831_000757,2026-08-17,2026-08-30,1
3,119.57,6.46,0.2918,0.3343,0.0449,0.1284,0.0554,8,0.7921,13,1,syn_20260831_000758,2026-08-17,2026-08-30,1
4,132.17,8.41,0.0649,0.1031,0.2067,0.1898,0.0709,12,0.6522,8,0,syn_20260831_000759,2026-08-17,2026-08-30,1
3,240.67,4.06,0.1,0.0405,0.0054,0.1308,0.2409,7,0.5809,13,3,syn_20260831_000760,2026-08-17,2026-08-30,1
7,174.76,9.58,0.1372,0.0698,0.3,0.1326,0.0675,15,0.5596,12,1,syn_20260831_000761,2026-08-17,2026-08-30,1
6,134.15,6.91,0.0885,0.085,0.2177,0.152,0.0806,15,0.7153,10,1,syn_20260831_000762,2026-08-17,2026-08-30,1
7,148.23,9.02,0.0552,0.05,0.1578,0.1834,0.0611,11,0.5729,8,1,syn_20260831_000763,2026-08-17,2026-08-30,1
8,136.18,5.89,0.0983,0.1005,0.2259,0.14,0.0765,17,0.6682,9,0,syn_20260831_000764,2026-08-17,2026-08-30,1
3,109.37,6.95,0.26,0.3139,0.0403,0.0767,0.0554,14,0.6871,9,1,syn_20260831_000765,2026-08-17,2026-08-30,1
1,14.83,2.49,0.0,0.0,0.0,0.0116,0.0266,2,0.1866,2,0,syn_20260831_000766,2026-08-17,2026-08-30,1
7,103.75,7.2,0.1202,0.0633,0.175,0.1754,0.1307,16,0.5319,7,1,syn_20260831_000767,2026-08-17,2026-08-30,1
4,157.58,5.0,0.1374,0.1023,0.1643,0.1423,0.104,10,0.6039,6,1,syn_20260831_000768,2026-08-17,2026-08-30,1
5,78.38,4.0,0.2865,0.3156,0.0206,0.1107,0.0811,10,0.7019,9,0,syn_20260831_000769,2026-08-17,2026-08-30,1
7,225.52,6.18,0.1081,0.0809,0.15,0.1,0.0654,18,0.6007,12,0,syn_20260831_000770,2026-08-17,2026-08-30,1
5,170.84,7.94,0.1058,0.0778,0.2084,0.1736,0.1492,12,0.75,13,1,syn_20260831_000771,2026-08-17,2026-08-30,1
6,171.17,4.41,0.1972,0.3026,0.0,0.0931,0.0214,13,0.653,4,0,syn_20260831_000772,2026-08-17,2026-08-30,1
1,7.79,2.52,0.0,0.0,0.0,0.023,0.0441,2,0.0387,3,1,syn_20260831_000773,2026-08-17,2026-08-30,1
1,25.41,2.0,0.0,0.0,0.0,0.0267,0.0439,2,0.2,13,8,syn_20260831_000774,2026-08-17,2026-08-30,1
4,122.08,7.34,0.2307,0.1678,0.047,0.0518,0.0503,14,0.75,7,4,syn_20260831_000775,2026-08-17,2026-08-30,1
4,154.43,7.22,0.2849,0.3247,0.0045,0.107,0.0815,14,0.7314,11,1,syn_20260831_000776,2026-08-17,2026-08-30,1
4,228.99,5.93,0.1054,0.0822,0.2204,0.1314,0.1225,11,0.6134,6,2,syn_20260831_000777,2026-08-17,2026-08-30,1
4,73.27,4.54,0.2374,0.2234,0.0358,0.1345,0.0413,9,0.6669,11,2,syn_20260831_000778,2026-08-17,2026-08-30,1
8,90.0,8.43,0.1169,0.0922,0.1949,0.2,0.0745,12,0.6615,10,1,syn_20260831_000779,2026-08-17,2026-08-30,1
5,137.94,7.19,0.2802,0.1699,0.0335,0.1496,0.0998,12,0.6,5,4,syn_20260831_000780,2026-08-17,2026-08-30,1
4,70.63,5.02,0.2916,0.2376,0.0363,0.1256,0.0793,11,0.798,7,1,syn_20260831_000781,2026-08-17,2026-08-30,1
6,167.37,5.06,0.099,0.1457,0.1873,0.1344,0.112,16,0.6424,11,1,syn_20260831_000782,2026-08-17,2026-08-30,1
6,136.98,8.91,0.1395,0.1015,0.2337,0.1997,0.1071,19,0.6029,11,1,syn_20260831_000783,2026-08-17,2026-08-30,1
