Cart ID,Transaction ID,Customer ID,Gender,Location,Payment type,Item ID,Brand Name,Brand Size,Category,Subcategory,Unit Price,Best Price,Discount,Quantity,Total Item Price,Quality Score,Replaced,Substitute ID,Substitute Brand,Substitute Size,Substitute Price,Substitute Quality,Price Saved
2169,324E1459,CUS6311,Female,QLD,Debit Card,ITM38731,Abbott's Village,6 pack,Bakery,Bread,6.35,5.59,0.12,1,5.59,5,Yes,ITM49021,Sara Lee,1 pack,4.54,5.0,1.05
2169,324E1459,CUS6311,Female,QLD,Debit Card,ITM34498,Bertocchi,500 g,Meat,Pork,7.1,5.11,0.28,1,5.11,5,Yes,ITM54167,Coles Brand,500 g,3.34,5.0,1.77
2169,324E1459,CUS6311,Female,QLD,Debit Card,ITM49209,Red Bull,1500 mL,Beverages,Energy Drinks,18.12,16.85,0.07,2,33.7,5,Yes,ITM80294,Monster,1500 mL,11.65,5.0,10.4
2170,27731361,CUS1938,Female,WA,Debit Card,ITM54765,V,1500 mL,Beverages,Energy Drinks,9.15,7.05,0.23,5,35.25,5,No,,,,,,
2170,27731361,CUS1938,Female,WA,Debit Card,ITM61269,V,2000 mL,Beverages,Energy Drinks,22.44,21.54,0.04,5,107.7,4,Yes,ITM99586,Monster,2000 mL,17.51,4.0,20.15
2170,27731361,CUS1938,Female,WA,Debit Card,ITM49021,Coles Bakery,1 pack,Bakery,Cake,5.34,4.54,0.15,5,22.7,5,Yes,ITM14960,Coles Brand,500 mL,2.16,5.0,11.9
2170,27731361,CUS1938,Female,WA,Debit Card,ITM55462,Abbott's Village,8 pack,Bakery,Bread,4.17,2.96,0.29,1,2.96,5,Yes,ITM32500,Bega,500 mL,1.66,5.0,1.3
2171,DEE894BB,CUS4386,Female,WA,Cash,ITM70911,Australian Fresh,500 g,Produce,Vegetables,5.19,5.03,0.03,5,25.15,5,Yes,ITM18743,Coles Brand,500 g,2.15,5.0,14.4
2171,DEE894BB,CUS4386,Female,WA,Cash,ITM38731,Abbott's Village,6 pack,Bakery,Bread,6.35,5.59,0.12,1,5.59,5,Yes,ITM49021,Sara Lee,1 pack,4.54,5.0,1.05
2171,DEE894BB,CUS4386,Female,WA,Cash,ITM45168,Oreo,200 g,Snacks,Biscuits,10.73,8.15,0.24,2,16.3,5,Yes,ITM73444,Oreo,200 g,5.54,5.0,5.22
2172,F123995D,CUS4017,Female,QLD,Cash,ITM91476,San Remo,1000 g,Pantry,Pasta,14.83,12.31,0.17,4,49.24,5,Yes,ITM14617,Bertocchi,1000 g,5.78,5.0,26.12
2172,F123995D,CUS4017,Female,QLD,Cash,ITM12293,Tilda,1000 g,Pantry,Rice,14.42,10.81,0.25,1,10.81,5,Yes,ITM76900,Tilda,750 g,3.91,5.0,6.9
2172,F123995D,CUS4017,Female,QLD,Cash,ITM23219,Dairy Farmers,2000 mL,Dairy,Milk,22.6,17.4,0.23,2,34.8,3,Yes,ITM99586,Coles Brand,2000 mL,15.77,3.0,3.26
2173,2376631E,CUS7725,Female,WA,Debit Card,ITM28063,Australian Fresh,1500 g,Produce,Vegetables,23.96,17.73,0.26,1,17.73,2,Yes,ITM28085,Australian Fresh,1000 g,17.21,2.0,0.52
2173,2376631E,CUS7725,Female,WA,Debit Card,ITM69561,A2 Milk,500 mL,Dairy,Milk,20.35,15.67,0.23,5,78.35,5,Yes,ITM52081,Barilla,1000 g,12.44,5.0,16.15
2173,2376631E,CUS7725,Female,WA,Debit Card,ITM45752,Australian Fresh,1500 g,Produce,Vegetables,14.81,11.85,0.2,4,47.4,4,Yes,ITM19369,Australian Fresh,1500 g,9.57,5.0,9.12
2173,2376631E,CUS7725,Female,WA,Debit Card,ITM41893,Helga's,2 pack,Bakery,Bread,8.34,7.67,0.08,1,7.67,5,Yes,ITM38731,Abbott's Village,6 pack,5.59,5.0,2.08
2173,2376631E,CUS7725,Female,WA,Debit Card,ITM12153,Sunrice,250 g,Pantry,Rice,24.64,18.97,0.23,1,18.97,3,Yes,ITM35671,Smith's,250 g,13.09,4.0,5.88
2174,84E51634,CUS9184,Male,QLD,Credit Card,ITM34535,Daily Juice,500 mL,Beverages,Juice,14.57,13.7,0.06,4,54.8,5,Yes,ITM99787,Coles Brand,500 g,11.38,5.0,9.28
2174,84E51634,CUS9184,Male,QLD,Credit Card,ITM82173,Red Bull,1500 mL,Beverages,Energy Drinks,8.27,7.61,0.08,4,30.44,5,Yes,ITM54765,V,1500 mL,7.05,5.0,2.24
2174,84E51634,CUS9184,Male,QLD,Credit Card,ITM73444,TUC,200 g,Snacks,Biscuits,6.75,5.54,0.18,1,5.54,5,Yes,ITM80077,SPC,250 g,2.41,5.0,3.13
2175,59D52370,CUST5219,Female,SA,Credit Card,ITM85988,Coles Bakery,8 pack,Bakery,Cake,16.64,13.15,0.21,4,52.6,4,Yes,ITM79306,Tip Top,6 pack,6.01,5.0,28.56
2175,59D52370,CUST5219,Female,SA,Credit Card,ITM35042,Australian Fresh,1500 g,Produce,Fruits,12.94,11.65,0.1,4,46.6,5,Yes,ITM36741,Barilla,1000 g,9.69,5.0,7.84
2175,59D52370,CUST5219,Female,SA,Credit Card,ITM58614,Coles Brand,2 pack,Bakery,Pastelitas,16.64,13.15,0.21,3,39.45,4,Yes,ITM89808,Balfours,2 pack,1.65,5.0,34.5
2176,97F25FEA,CUS7121,Male,WA,Credit Card,ITM14960,Dairy Farmers,500 mL,Dairy,Milk,2.35,2.16,0.08,4,8.64,5,Yes,ITM58614,Balfours,2 pack,1.65,5.0,2.04
2176,97F25FEA,CUS7121,Male,WA,Credit Card,ITM13754,Lindt,200 g,Snacks,Chocolate,8.04,7.64,0.05,5,38.2,5,Yes,ITM91313,Cadbury,200 g,7.18,5.0,2.3
2176,97F25FEA,CUS7121,Male,WA,Credit Card,ITM13754,Nestle,200 g,Snacks,Chocolate,8.04,7.64,0.05,5,38.2,5,Yes,ITM91313,Cadbury,200 g,7.18,5.0,2.3
2176,97F25FEA,CUS7121,Male,WA,Credit Card,ITM69622,Abbott's Village,1 pack,Bakery,Bread,10.32,7.84,0.24,3,23.52,5,Yes,ITM79306,Helga's,6 pack,6.01,5.0,5.49
2177,CBF29F81,CUS3346,Male,QLD,Debit Card,ITM55462,Helga's,8 pack,Bakery,Bread,4.17,2.96,0.29,1,2.96,5,Yes,ITM32500,Bega,500 mL,1.66,5.0,1.3
2177,CBF29F81,CUS3346,Male,QLD,Debit Card,ITM65080,Australian Fresh,1500 g,Produce,Fruits,18.75,18.56,0.01,1,18.56,4,Yes,ITM35042,Coles Brand,1500 g,11.65,5.0,6.91
2177,CBF29F81,CUS3346,Male,QLD,Debit Card,ITM34814,Devondale,1000 mL,Dairy,Cheese,6.07,5.77,0.05,1,5.77,5,Yes,ITM67652,Coles RSPCA Approved,1000 g,2.67,5.0,3.1
2177,CBF29F81,CUS3346,Male,QLD,Debit Card,ITM49021,Sara Lee,1 pack,Bakery,Cake,5.34,4.54,0.15,5,22.7,5,Yes,ITM14960,Coles Brand,500 mL,2.16,5.0,11.9
2177,CBF29F81,CUS3346,Male,QLD,Debit Card,ITM50876,Lilydale,250 g,Meat,Chicken,22.79,16.41,0.28,1,16.41,4,Yes,ITM17443,Daily Juice,500 mL,14.68,3.0,1.73
2178,1119889D,CUS9396,Female,SA,Cash,ITM52081,Barilla,1000 g,Pantry,Pasta,15.55,12.44,0.2,5,62.2,5,Yes,ITM91476,San Remo,1000 g,12.31,5.0,0.65
2178,1119889D,CUS9396,Female,SA,Cash,ITM82173,Monster,1500 mL,Beverages,Energy Drinks,8.27,7.61,0.08,4,30.44,5,Yes,ITM54765,V,1500 mL,7.05,5.0,2.24
2178,1119889D,CUS9396,Female,SA,Cash,ITM76678,Balfours,4 pack,Bakery,Pastries,19.96,14.97,0.25,3,44.91,3,Yes,ITM17443,Daily Juice,500 mL,14.68,3.0,0.87
2178,1119889D,CUS9396,Female,SA,Cash,ITM28063,Coles Brand,1500 g,Produce,Vegetables,23.96,17.73,0.26,1,17.73,2,Yes,ITM28085,Australian Fresh,1000 g,17.21,2.0,0.52
2178,1119889D,CUS9396,Female,SA,Cash,ITM31832,Bertocchi,1500 g,Meat,Pork,23.18,18.78,0.19,3,56.34,3,Yes,ITM96045,Australian Fresh,1500 g,17.76,3.0,3.06
2179,84F1019D,CUS6619,Male,VIC,Credit Card,ITM91313,Lindt,200 g,Snacks,Chocolate,7.25,7.18,0.01,4,28.72,5,Yes,ITM28590,Cadbury,200 g,3.86,5.0,13.28
2179,84F1019D,CUS6619,Male,VIC,Credit Card,ITM49209,Monster,1500 mL,Beverages,Energy Drinks,18.12,16.85,0.07,2,33.7,5,Yes,ITM80294,Monster,1500 mL,11.65,5.0,10.4
2179,84F1019D,CUS6619,Male,VIC,Credit Card,ITM90145,Daily Juice,250 mL,Beverages,Juice,14.17,10.91,0.23,1,10.91,4,Yes,ITM35008,Coles Brand,250 mL,8.34,5.0,2.57
2180,A561C622,CUS9063,Female,SA,Cash,ITM45482,Mount Franklin,2000 mL,Beverages,Water,1.51,1.15,0.24,2,2.3,5,No,,,,,,
2180,A561C622,CUS9063,Female,SA,Cash,ITM70406,Bega,2000 mL,Dairy,Cheese,23.69,22.98,0.03,2,45.96,4,Yes,ITM61269,Coles Brand,2000 mL,21.55,3.0,2.86
2180,A561C622,CUS9063,Female,SA,Cash,ITM69722,Edgell,250 g,Pantry,Canned Food,15.14,14.99,0.01,2,29.98,5,Yes,ITM25291,Coles Brand,250 g,10.09,5.0,9.8
2180,A561C622,CUS9063,Female,SA,Cash,ITM47678,Lindt,250 g,Snacks,Chocolate,3.9,3.86,0.01,4,15.44,5,Yes,ITM97602,Coles Brand,200 g,0.93,5.0,11.72
2180,A561C622,CUS9063,Female,SA,Cash,ITM38008,Coca-Cola,1500 mL,Beverages,Soft Drinks,15.34,11.97,0.22,1,11.97,5,Yes,ITM54765,V,1500 mL,7.05,5.0,4.92
2181,05925DA1,CUS3439,Female,NSW,Cash,ITM96045,Australian Fresh,1500 g,Produce,Vegetables,22.2,17.76,0.2,5,88.8,3,Yes,ITM28063,Coles Brand,1500 g,17.73,2.0,0.15
2181,05925DA1,CUS3439,Female,NSW,Cash,ITM28063,Coles Brand,1500 g,Produce,Vegetables,23.96,17.73,0.26,1,17.73,2,Yes,ITM28085,Australian Fresh,1000 g,17.21,2.0,0.52
2181,05925DA1,CUS3439,Female,NSW,Cash,ITM35042,Australian Fresh,1500 g,Produce,Fruits,12.94,11.65,0.1,4,46.6,5,Yes,ITM36741,Barilla,1000 g,9.69,5.0,7.84
2182,6DAFF81F,CUS4311,Male,WA,Debit Card,ITM80077,Edgell,250 g,Pantry,Canned Food,3.05,2.41,0.21,4,9.64,5,Yes,ITM97602,Red Rock Deli,200 g,0.93,5.0,5.92
2182,6DAFF81F,CUS4311,Male,WA,Debit Card,ITM29304,San Remo,750 g,Pantry,Pasta,5.36,3.91,0.27,1,3.91,5,Yes,ITM30505,Lilydale,1000 g,2.26,5.0,1.65
2182,6DAFF81F,CUS4311,Male,WA,Debit Card,ITM48210,Schweppes,2000 mL,Beverages,Soft Drinks,21.97,20.87,0.05,2,41.74,4,Yes,ITM10665,Coca-Cola,2000 mL,15.34,5.0,11.06
2182,6DAFF81F,CUS4311,Male,WA,Debit Card,ITM69722,Heinz,250 g,Pantry,Canned Food,15.14,14.99,0.01,2,29.98,5,Yes,ITM25291,Coles Brand,250 g,10.09,5.0,9.8
2183,8B9E3DFD,CUS33 four,Male,NSW,Cash,ITM23219,Dairy Farmers,2000 mL,Dairy,Milk,22.6,17.4,0.23,2,34.8,3,Yes,ITM99586,Coles Brand,2000 mL,15.77,3.0,3.26
2183,8B9E3DFD,CUS33 four,Male,NSW,Cash,ITM61583,Coles Brand,1500 g,Meat,Pork,8.32,6.41,0.23,5,32.05,5,Yes,ITM74950,Coles Brand,1500 g,5.11,5.0,6.5
2183,8B9E3DFD,CUS33 four,Male,NSW,Cash,ITM14617,Bertocchi,1000 g,Meat,Pork,7.22,5.78,0.2,1,5.78,5,Yes,ITM20351,Coles Brand,1000 g,4.25,5.0,1.53
2184,CE29E288,CUS7725,Female,WA,Credit Card,ITM27502,Coles Brand,500 g,Produce,Vegetables,16.99,15.46,0.09,3,46.38,4,Yes,ITM76397,Barilla,500 g,9.69,5.0,17.31
2184,CE29E288,CUS7725,Female,WA,Credit Card,ITM21419,Paul's,2000 mL,Dairy,Milk,16.94,14.4,0.15,1,14.4,5,Yes,ITM54765,Coles Brand,1500 mL,9.65,5.0,4.75
2184,CE29E288,CUS7725,Female,WA,Credit Card,ITM49021,Coles Bakery,1 pack,Bakery,Cake,5.34,4.54,0.15,5,22.7,5,Yes,ITM14960,Coles Brand,500 mL,2.16,5.0,11.9
2184,CE29E288,CUS7725,Female,WA,Credit Card,ITM35671,Smith's,250 g,Snacks,Chips,17.23,13.09,0.24,5,65.45,4,Yes,ITM98744,Smith's,250 g,11.37,5.0,8.6
2184,CE29E288,CUS7725,Female,WA,Credit Card,ITM34498,Coles Brand,500 g,Meat,Pork,7.1,5.11,0.28,1,5.11,5,Yes,ITM54167,Coles Brand,500 g,3.34,5.0,1.77
2185,402E4C1C,CUS1049,Male,WA,Cash,ITM12153,Sunrice,250 g,Pantry,Rice,14.42,10.81,0.25,1,10.81,5,Yes,IT71803,San Remo,300 g,4.54,5.0,6.27
2185,402E4C1C,CUS1049,Male,WA,Cash,ITM81805,Lilydale,250 g,Meat,Chicken,23.6,19.82,0.16,3,59.46,4,Yes,ITM38892,Golden Circle,250 mL,18.94,3.0,2.64
2185,402E4C1C,CUS1049,Male,WA,Cash,ITM76900,Sunrice,750 g,Pantry,Rice,3.77,3.73,0.01,1,3.73,5,Yes,ITM37711,Tilda,1000 g,2.25,5.0,1.48
2185,402E4C1C,CUS1049,Male,WA,Cash,ITM80294,V,1500 mL,Beverages,Energy Drinks,12.14,11.65,0.04,2,23.3,5,Yes,ITM82173,Red Bull,1500 mL,7.61,5.0,8.08
2185,402E4C1C,CUS1049,Male,WA,Cash,ITM19369,Coles Brand,1500 g,Produce,Vegetables,12.12,9.57,0.21,2,19.14,5,Yes,ITM61583,Bertocchi,1500 g,6.41,5.0,6.32
2186,804FCA31,CUS2877,Female,WA,Credit Card,ITM91313,Lindt,200 g,Snacks,Chocolate,7.25,7.18,0.01,4,28.72,5,Yes,ITM28590,Cadbury,200 g,3.86,5.0,13.28
2186,804FCA31,CUS2877,Female,WA,Credit Card,ITM50710,Jalna,500 mL,Dairy,Yogurt,23.48,18.55,0.21,5,92.75,3,Yes,IT91471,Jalna,500 mL,15.97,4.0,12.9
2186,804FCA31,CUS2877,Female,WA,Credit Card,ITM79306,Helga's,6 pack,Bakery,Bread,7.8,6.01,0.23,1,6.01,5,Yes,ITM49802,Tip Top,2 pack,3.91,5.0,2.1
2186,804FCA31,CUS2877,Female,WA,Credit Card,ITM34535,Daily Juice,500 mL,Beverages,Juice,14.57,13.7,0.06,4,54.8,5,Yes,ITM99787,Coles Brand,500 g,11.38,5.0,9.28
2186,804FCA31,CUS2877,Female,WA,Credit Card,ITM23586,Yoplait,2000 mL,Dairy,Yogurt,19.96,15.97,0.2,1,15.97,4,Yes,ITM10665,Coles Brand,2000 mL,15.34,4.0,0.63
2187,C3B5F13F,CUS6049,Female,QLD,Debit Card,ITM45752,Australian Fresh,1500 g,Produce,Vegetables,14.81,11.85,0.2,4,47.4,4,Yes,ITM19369,Australian Fresh,1500 g,9.57,5.0,9.12
2187,C3B5F13F,CUS6049,Female,QLD,Debit Card,ITM90145,Berri,250 mL,Beverages,Juice,14.17,10.91,0.23,1,10.91,5,Yes,ITM35008,Coles Brand,250 mL,8.34,5.0,2.57
2187,C3B5F13F,CUS6049,Female,QLD,Debit Card,ITM50710,Yoplait,500 mL,Dairy,Yogurt,23.48,18.55,0.21,5,92.75,3,Yes,IT91471,Jalna,500 mL,15.97,4.0,12.9
2188,B058D5BF,CUS8150,Male,SA,Debit Card,ITM99787,Coles Brand,500 g,Meat,Pork,11.61,11.38,0.02,2,22.76,5,Yes,ITM76397,Barilla,500 g,9.69,5.0,3.38
2188,B058D5BF,CUS8150,Male,SA,Debit Card,ITM48210,Schweppes,2000 mL,Beverages,Soft Drinks,21.97,20.87,0.05,2,41.74,4,Yes,ITM10665,Coca-Cola,2000 mL,15.34,5.0,11.06
2188,B058D5BF,CUS8150,Male,SA,Debit Card,ITM50843,Berri,250 mL,Beverages,Juice,22.54,17.13,0.24,1,17.13,3,Yes,ITM17443,Daily Juice,500 mL,14.68,3.0,2.45
2189,418315F8,CUS2915,Female,QLD,Credit Card,ITM22517,Coles RSPCA Approved,250 g,Meat,Chicken,22.79,16.41,0.28,1,16.41,2,Yes,ITM17443,Daily Juice,500 mL,14.68,3.0,1.73
2189,418315F8,CUS2915,Female,QLD,Credit Card,ITM82173,Monster,1500 mL,Beverages,Energy Drinks,8.27,7.61,0.08,4,30.44,5,Yes,ITM54765,V,1500 mL,7.05,5.0,2.24
2189,418315F8,CUS2915,Female,QLD,Credit Card,ITM31013,Pepsi,500 mL,Beverages,Soft Drinks,9.07,6.8,0.25,2,13.6,5,Yes,ITM26641,Schweppes,1000 mL,3.63,5.0,6.34
2190,410D5BB5,CUS4193,Female,NSW,Credit Card,ITM50876,Coles RSPCA Approved,250 g,Meat,Chicken,22.79,16.41,0.28,1,16.41,2,Yes,ITM17443,Daily Juice,500 mL,14.68,3.0,1.73
2190,410D5BB5,CUS4193,Female,NSW,Credit Card,ITM32500,Bega,500 mL,Dairy,Cheese,2.15,1.66,0.23,4,6.64,5,No,,,,,,
2190,410D5BB5,CUS4193,Female,NSW,Credit Card,ITM90456,Coles Brand,1500 g,Produce,Vegetables,6.61,6.54,0.01,4,26.16,5,Yes,ITM70911,Australian Fresh,500 g,5.03,5.0,6.04
2190,410D5BB5,CUS4193,Female,NSW,Credit Card,ITM76900,Tilda,750 g,Pantry,Rice,3.77,3.73,0.01,1,3.73,5,Yes,ITM37711,Tilda,1000 g,2.25,5.0,1.48
2190,410D5BB5,CUS4193,Female,NSW,Credit Card,ITM28063,Coles Brand,1500 g,Produce,Vegetables,23.96,17.73,0.26,1,17.73,2,Yes,ITM28085,Australian Fresh,1000 g,17.21,2.0,0.52
2191,FD7E35D0,CUS5839 ,Male,SA,Cash,ITM34535,Berri,500 mL,Beverages,Juice,14.57,13.7,0.06,4,54.8,5,Yes,ITM99787,Coles Brand,500 g,11.38,5.0,9.28
2191,FD7E35D0,CUS5839 ,Male,SA,Cash,ITM76900,Sunrice,750 g,Pantry,Rice,3.77,3.73,0.01,1,3.73,5,Yes,ITM37711,Tilda,1000 g,2.25,5.0,1.48
2191,FD7E35D0,CUS5839 ,Male,SA,Cash,ITM76678,Balfours,4 pack,Bakery,Pastries,19.96,14.97,0.25,3,44.91,3,Yes,ITM17443,Daily Juice,500 mL,14.68,3.0,0.87
2191,FD7E35D0,CUS5839 ,Male,SA,Cash,ITM97602,Red Rock Deli,200 g,Snacks,Chips,1.03,0.93,0.1,3,2.79,5,No,,,,,,
2192,054940F1,CUS5179,Female,VIC,Credit Card,ITM21419,A2 Milk,2000 mL,Dairy,Milk,16.94,14.4,0.15,1,14.4,5,Yes,ITM54765,Coles Brand,1500 mL,9.65,5.0,4.75
2192,054940F1,CUS5179,Female,VIC,Credit Card,ITM96045,Australian Fresh,1500 g,Produce,Vegetables,22.2,17.76,0.2,5,88.8,3,Yes,ITM28063,Coles Brand,1500 g,17.73,2.0,0.15
2192,054940F1,CUS5179,Female,VIC,Credit Card,ITM31832,Bertocchi,1500 g,Meat,Pork,23.18,18.78,0.19,3,56.34,3,Yes,ITM96045,Australian Fresh,1500 g,17.76,3.0,3.06
2192,054940F1,CUS5179,Female,VIC,Credit Card,ITM31013,Coca-Cola,500 mL,Beverages,Soft Drinks,9.07,6.8,0.25,2,13.6,5,Yes,ITM26641,Schweppes,1000 mL,3.63,5.0,6.34
2192,054940F1,CUS5179,Female,VIC,Credit Card,ITM96045,Australian Fresh,1500 g,Produce,Vegetables,22.2,17.76,0.2,5,88.8,3,Yes,ITM28063,Coles Brand,1500 g,17.73,2.0,0.15
2193,F6B1F3BE,CUS5616,Female,SA,Credit Card,ITM14960,A2 Milk,500 mL,Dairy,Milk,2.35,2.16,0.08,4,8.64,5,Yes,ITM58614,Balfours,2 pack,1.65,5.0,2.04
2193,F6B1F3BE,CUS5616,Female,SA,Credit Card,ITM31832,Coles Brand,1500 g,Produce,Vegetables,14.81,11.85,0.2,4,47.4,4,No,,,,,,
2193,F6B1F3BE,CUS5616,Female,SA,Credit Card,ITM28590,Oreo,200 g,Snacks,Biscuits,24.88,20.65,0.17,3,61.95,3,Yes,ITM28469,Arnott's,100 g,18.98,4.0,5.01
2194,2E8454EF,CUS4193,Male,QLD,Credit Card,ITM35671,Red Rock Deli,250 g,Snacks,Chips,17.23,13.09,0.24,5,65.45,5,Yes,ITM98744,Smith's,250 g,11.37,5.0,8.6
2194,2E8454EF,CUS4193,Male,QLD,Credit Card,ITM80294,Red Bull,1500 mL,Beverages,Energy Drinks,12.14,11.65,0.04,2,23.3,5,Yes,ITM82173,Red Bull,1500 mL,7.61,5.0,8.08
2194,2E8454EF,CUS4193,Male,QLD,Credit Card,ITM54765,V,1500 mL,Beverages,Energy Drinks,9.15,7.05,0.23,5,35.25,5,No,,,,,,
2195,1F556EA9,CUS5616,Male,VIC,Debit Card,ITM32500,Mainland,500 mL,Dairy,Cheese,2.15,1.66,0.23,4,6.64,5,No,,,,,,
2195,1F556EA9,CUS5616,Male,VIC,Debit Card,ITM37711,Tilda,1000 g,Pantry,Rice,2.3,2.25,0.02,5,11.25,5,Yes,ITM14960,Paul's,500 mL,2.16,5.0,0.45
2195,1F556EA9,CUS5616,Male,VIC,Debit Card,ITM20351,Bertocchi,1000 g,Meat,Pork,5.0,4.25,0.15,5,21.25,5,Yes,ITM26641,Coca-Cola,1000 mL,3.63,5.0,3.1
2195,1F556EA9,CUS5616,Male,VIC,Debit Card,ITM13754,Smith's,200 g,Snacks,Chips,17.23,13.09,0.24,5,65.45,4,Yes,ITM43805,Cadbury,200 g,7.64,5.0,27.25
2195,1F556EA9,CUS5616,Male,VIC,Debit Card,ITM28590,TUC,200 g,Snacks,Biscuits,24.88,20.65,0.17,3,61.95,2,Yes,ITM55806,Coles Brand,150 g,14.65,3.0,18.0
2196,0C9BAF1A,CUS6853,Female,WA,Cash,ITM21419,Paul's,2000 mL,Dairy,Milk,16.94,14.4,0.15,1,14.4,5,Yes,ITM54765,Coles Brand,1500 mL,9.65,5.0,4.75
2196,0C9BAF1A,CUS6853,Female,WA,Cash,ITM28063,Coles Brand,1500 g,Produce,Vegetables,23.96,17.73,0.26,1,17.73,2,Yes,ITM28085,Australian Fresh,1000 g,17.21,2.0,0.52
2196,0C9BAF1A,CUS6853,Female,WA,Cash,ITM91083,Coles Brand,1500 g,Produce,Vegets,22.2,17.76,0.2,1,17.76,3,Yes,ITM28063,Coles Brand,1500 g,17.73,2.0,0.03
2196,0C9BAF1A,CUS6853,Female,WA,Cash,ITM50843,Berri,250 mL,Beverages,Juice,22.54,17.13,0.24,1,17.13,3,Yes,ITM17443,Daily Juice,500 mL,14.68,3.0,2.45
2196,0C9BAF1A,CUS6853,Female,WA,Cash,ITM80077,SPC,250 g,Pantry,Canned Food,3.05,2.41,0.21,4,9.64,5,Yes,ITM97602,Red Rock Deli,200 g,0.93,5.0,5.92
2197,81A75356, CUS1405,Female,SA,Credit Card,ITM87429,Red Rock Deli,150 g,Snacks,Chips,18.16,17.43,0.04,1,17.43,5,Yes,ITM73376,Nestle,250 g,12.8,5.0,4.63
2197,81A75356, CUS1405,Female,SA,Credit Card,ITM50710,Chobani,500 mL,Dairy,Yogurt,23.48,18.55,0.21,5,92.75,4,Yes,IT91471,Jalna,500 mL,15.97,4.0,12.9
2197,81A75356, CUS1405,Female,SA,Credit Card,ITM90456,Coles Brand,1500 g,Produce,Vegetables,6.61,6.54,0.01,4,26.16,5,Yes,ITM70911,Australian Fresh,500 g,5.03,5.0,6.04
2197,81A75356, CUS1405,Female,SA,Credit Card,ITM61269,V,2000 mL,Beverages,Energy Drinks,22.44,21.54,0.04,5,107.7,4,Yes,ITM99586,Monster,2000 mL,17.51,4.0,20.15
2197,81A75356, CUS1405,Female,SA,Credit Card,ITM73444,TUC,200 g,Snacks,Biscuits,6.75,5.54,0.18,1,5.54,5,Yes,ITM80077,SPC,250 g,2.41,5.0,3.13
2198,619042E9,CUS3求伙,Female,QLD,Cash,ITM34535,Daily Juice,500 mL,Beverages,Juice,14.57,13.7,0.06,4,54.8,5,Yes,ITM99787,Coles Brand,500 g,11.38,5.0,9.28
2198,619042E9,CUS3求伙,Female,QLD,Cash,ITM78671,Nestle,150 g,Snacks,Chocolate,14.88,11.01,0.26,1,11.01,5,Yes,ITM81101,Coles Brand,300 g,8.36,5.0,2.65
2198,619042E9,CUS3求伙,Female,QLD,Cash,ITM81805,Lilydale,250 g,Meat,Chicken,23.6,19.82,0.16,3,59.46,4,Yes,ITM38892,Golden Circle,250 mL,18.94,3.0,2.64
2198,619042E9,CUS3求伙,Female,QLD,Cash,ITM49902,Bertocchi,750 g,Meat,Pork,6.32,6.0,0.05,1,6.0,5,Yes,ITM14960,A2 Milk,500 mL,2.16,5.0,3.84
2198,619042E9,CUS3求伙,Female,QLD,Cash,ITM76900,Sunrice,750 g,Pantry,Rice,3.77,3.73,0.01,1,3.73,5,Yes,ITM37711,Tilda,1000 g,2.25,5.0,1.48
2199,E2983010,CUS6311,Male,VIC,Credit Card,ITM82173,Monster,1500 mL,Beverages,Energy Drinks,8.27,7.61,0.08,4,30.44,5,Yes,ITM54765,V,1500 mL,7.05,5.0,2.24
2199,E2983010,CUS6311,Male,VIC,Credit Card,ITM88148,Yoplait,1500 mL,Dairy,Yogurt,14.25,14.11,0.01,2,28.22,5,Yes,ITM80294,Monster,1500 mL,11.65,5.0,4.92
2199,E2983010,CUS6311,Male,VIC,Credit Card,ITM14617,Bertocchi,1000 g,Meat,Pork,7.22,5.78,0.2,1,5.78,5,Yes,ITM20351,Coles Brand,1000 g,4.25,5.0,1.53
2199,E2983010,CUS6311,Male,VIC,Credit Card,ITM35671,Red Rock Deli,250 g,Snacks,Chips,17.23,13.09,0.24,5,65.45,5,Yes,ITM98744,Smith's,250 g,11.37,5.0,8.6
2199,E2983010,CUS6311,Male,VIC,Credit Card,ITM38731,Abbott's Village,6 pack,Bakery,Bread,6.35,5.59,0.12,1,5.59,5,Yes,ITM49021,Sara Lee,1 pack,4.54,5.0,1.05
2200,69DD8520, CUS2341,Male,SA,Cash,ITM66308,Oreo,200 g,Snacks,Biscuits,7.0,6.23,0.11,1,6.23,5,Yes,ITM73444,Oreo,200 g,5.54,5.0,0.69
2200,69DD8520, CUS2341,Male,SA,Cash,ITM34535,Daily Juice,500 mL,Beverages,Juice,14.57,13.7,0.06,4,54.8,5,Yes,ITM99787,Coles Brand,500 g,11.38,5.0,9.28
2200,69DD8520, CUS2341,Male,SA,Cash,ITM69722,Edgell,250 g,Pantry,Canned Food,15.14,14.99,0.01,2,29.98,5,Yes,ITM25291,Coles Brand,250 g,10.09,5.0,9.8
2200,69DD8520, CUS2341,Male,SA,Cash,ITM21419,Dairy Farmers,2000 mL,Dairy,Milk,16.94,14.4,0.15,1,14.4,5,Yes,ITM54765,Coles Brand,1500 mL,9.65,5.0,4.75
2201,E6B04E48,CUS3102,Female,QLD,Cash,ITM12153,San Remo,250 g,Pantry,Pasta,9.22,7.56,0.18,4,30.24,5,Yes,IT71803,San Remo,300 g,4.54,5.0,12.08
